분석아이디,학교명,위도,경도,위험지역 사유,기타 상세 사유,행위 구분,데이터기준일자
9578,외도초등학교,33.49234912,126.4330463,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
9581,외도초등학교,33.48550833,126.4320634,기타,가로등이 늦게 켜짐,활동,2021-01-25
9581,외도초등학교,33.48783869,126.4325028,기타,길이 너무 좁고 자전거를 타면 사거리가 많아 사고위험이 있다,등교,2021-01-25
9581,외도초등학교,33.4891734,126.4325801,기타,차가 튀어나옴,등교,2021-01-25
9581,외도초등학교,33.48626536,126.4329811,길 주변에 깨진 병 조각 같은 위험한 물건이 많음,해당없음,활동,2021-01-25
9581,외도초등학교,33.48787525,126.4326101,신호등이 없음,해당없음,등교,2021-01-25
9581,외도초등학교,33.48916756,126.4327819,신호등이 없음,해당없음,하교,2021-01-25
9581,외도초등학교,33.48590271,126.4325423,신호등이 없음,해당없음,활동,2021-01-25
9581,외도초등학교,33.48928376,126.4315787,횡단보도가 적어서 많이 돌아가야 함,해당없음,하교,2021-01-25
9583,외도초등학교,33.49183516,126.4325413,길 주변에 깨진 병 조각 같은 위험한 물건이 많음,해당없음,등교,2021-01-25
9583,외도초등학교,33.4892244,126.4314123,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,하교,2021-01-25
9583,외도초등학교,33.49131426,126.4310167,신호등이 없음,해당없음,등교,2021-01-25
9583,외도초등학교,33.49126817,126.4307964,신호등이 없음,해당없음,하교,2021-01-25
9583,외도초등학교,33.4902501,126.4309537,신호등이 없음,해당없음,활동,2021-01-25
9583,외도초등학교,33.49142408,126.4313711,인도에 차가 서 있음,해당없음,등교,2021-01-25
9583,외도초등학교,33.48923282,126.4312832,인도에 차가 서 있음,해당없음,활동,2021-01-25
9584,외도초등학교,33.48781865,126.4325567,신호등이 없음,해당없음,등교,2021-01-25
9586,외도초등학교,33.49141641,126.4306824,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
9587,외도초등학교,33.48928362,126.432531,신호등이 없음,해당없음,등교,2021-01-25
9587,외도초등학교,33.48923418,126.431579,신호등이 없음,해당없음,하교,2021-01-25
9588,외도초등학교,33.48796,126.4326607,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,하교,2021-01-25
9588,외도초등학교,33.48952297,126.4333633,신호등이 없음,해당없음,등교,2021-01-25
9588,외도초등학교,33.49217925,126.4345916,신호등이 없음,해당없음,하교,2021-01-25
9588,외도초등학교,33.48777743,126.4326592,인도에 차가 서 있음,해당없음,등교,2021-01-25
9588,외도초등학교,33.48953191,126.4333471,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
9588,외도초등학교,33.48971569,126.4333648,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
9589,외도초등학교,33.48707587,126.4269019,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,활동,2021-01-25
9592,외도초등학교,33.48858406,126.4274514,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
9593,외도초등학교,33.49146463,126.43235,신호등이 없음,해당없음,등교,2021-01-25
9593,외도초등학교,33.49145971,126.4322586,횡단보도가 적어서 많이 돌아가야 함,해당없음,하교,2021-01-25
9594,외도초등학교,33.48779286,126.4318467,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,활동,2021-01-25
9596,외도초등학교,33.48920841,126.4289161,신호등이 없음,해당없음,등교,2021-01-25
9597,외도초등학교,33.49079817,126.4334895,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
9597,외도초등학교,33.49150549,126.4336437,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
9598,외도초등학교,33.49099678,126.4335474,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
9598,외도초등학교,33.49128592,126.4336854,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
9598,외도초등학교,33.49199977,126.4328025,차가 다니는 길가로만 다닐 수 있음,해당없음,활동,2021-01-25
9599,외도초등학교,33.49064002,126.4334099,길 주변에 깨진 병 조각 같은 위험한 물건이 많음,해당없음,등교,2021-01-25
9600,외도초등학교,33.48543933,126.432747,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
9600,외도초등학교,33.48920717,126.4325718,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,하교,2021-01-25
9601,외도초등학교,33.48927885,126.4324745,신호등이 없음,해당없음,등교,2021-01-25
9601,외도초등학교,33.48926886,126.4288269,신호등이 없음,해당없음,등교,2021-01-25
9601,외도초등학교,33.48928154,126.4286439,신호등이 없음,해당없음,등교,2021-01-25
9601,외도초등학교,33.49244365,126.4335084,신호등이 없음,해당없음,하교,2021-01-25
9601,외도초등학교,33.48923257,126.4324574,신호등이 없음,해당없음,활동,2021-01-25
9602,외도초등학교,33.49011105,126.4340589,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
9602,외도초등학교,33.48973008,126.4347891,신호등이 없음,해당없음,활동,2021-01-25
9603,외도초등학교,33.49250558,126.4337421,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
9603,외도초등학교,33.48929094,126.4287272,신호등이 없음,해당없음,등교,2021-01-25
9603,외도초등학교,33.48929153,126.4288564,신호등이 없음,해당없음,하교,2021-01-25
9603,외도초등학교,33.48923684,126.4287276,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
9605,외도초등학교,33.4858213,126.4302739,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
9606,외도초등학교,33.48851859,126.426696,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
9607,외도초등학교,33.48925279,126.4326899,신호등이 없음,해당없음,등교,2021-01-25
9609,외도초등학교,33.48808048,126.4326357,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
9609,외도초등학교,33.4871077,126.4308747,신호등이 없음,해당없음,하교,2021-01-25
9609,외도초등학교,33.48847738,126.4307151,신호등이 없음,해당없음,하교,2021-01-25
9610,외도초등학교,33.49155163,126.4336299,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
9610,외도초등학교,33.48923292,126.4332738,신호등이 없음,해당없음,하교,2021-01-25
9610,외도초등학교,33.49202035,126.4336053,인도에 차가 서 있음,해당없음,등교,2021-01-25
9611,외도초등학교,33.49149552,126.4336814,신호등이 없음,해당없음,등교,2021-01-25
9611,외도초등학교,33.49190779,126.4336357,인도에 차가 서 있음,해당없음,등교,2021-01-25
9611,외도초등학교,33.49192812,126.4336463,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
9612,외도초등학교,33.4922371,126.4346746,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
9612,외도초등학교,33.49250472,126.4340487,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
9612,외도초등학교,33.4905403,126.4342767,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,활동,2021-01-25
9612,외도초등학교,33.48911859,126.4309503,신호등이 없음,해당없음,등교,2021-01-25
9612,외도초등학교,33.49087236,126.4319719,신호등이 없음,해당없음,활동,2021-01-25
9613,외도초등학교,33.49192074,126.4325246,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
9613,외도초등학교,33.48513339,126.4309118,신호등이 없음,해당없음,하교,2021-01-25
9614,외도초등학교,33.49132083,126.4331875,돌이 떨어질 것 같음,해당없음,등교,2021-01-25
9615,외도초등학교,33.49238156,126.4337321,신호등이 없음,해당없음,등교,2021-01-25
9615,외도초등학교,33.48777384,126.4336007,신호등이 없음,해당없음,등교,2021-01-25
9616,외도초등학교,33.49138655,126.4290901,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
9616,외도초등학교,33.49150562,126.4314566,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
9616,외도초등학교,33.49193019,126.4336059,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
9616,외도초등학교,33.49081176,126.4335056,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
9616,외도초등학교,33.48980142,126.4333831,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
9618,외도초등학교,33.49130002,126.4308594,신호등이 없음,해당없음,등교,2021-01-25
9618,외도초등학교,33.49135411,126.430859,신호등이 없음,해당없음,등교,2021-01-25
9618,외도초등학교,33.49138131,126.4308911,신호등이 없음,해당없음,등교,2021-01-25
9619,외도초등학교,33.48608194,126.4308303,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
9620,외도초등학교,33.48878812,126.4286875,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,하교,2021-01-25
9621,외도초등학교,33.49029993,126.4310072,신호등이 없음,해당없음,활동,2021-01-25
9621,외도초등학교,33.49008331,126.4309548,신호등이 없음,해당없음,활동,2021-01-25
9621,외도초등학교,33.49064203,126.4308973,신호등이 없음,해당없음,활동,2021-01-25
9621,외도초등학교,33.49158784,126.4336619,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
9621,외도초등학교,33.48959939,126.4325774,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
9621,외도초등학교,33.48763477,126.4327623,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
9621,외도초등학교,33.49059041,126.4324202,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
9621,외도초등학교,33.48864521,126.4329064,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
9622,외도초등학교,33.48627063,126.4326556,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
9625,외도초등학교,33.49254578,126.4346484,가게에서 놓은 물건 때문에 길을 다니기 어려움,해당없음,등교,2021-01-25
9625,외도초등학교,33.48698193,126.4324465,인도에 차가 서 있음,해당없음,활동,2021-01-25
9626,외도초등학교,33.49085801,126.4220442,신호등이 없음,해당없음,등교,2021-01-25
9627,외도초등학교,33.48592634,126.4315509,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,하교,2021-01-25
9627,외도초등학교,33.49146003,126.4323285,신호등이 없음,해당없음,등교,2021-01-25
9627,외도초등학교,33.49011224,126.432348,신호등이 없음,해당없음,등교,2021-01-25
9627,외도초등학교,33.49056768,126.4323774,신호등이 없음,해당없음,등교,2021-01-25
9627,외도초등학교,33.48767527,126.4315179,인도에 차가 서 있음,해당없음,하교,2021-01-25
9627,외도초등학교,33.48682771,126.431502,인도에 차가 서 있음,해당없음,하교,2021-01-25
9628,외도초등학교,33.49148129,126.4322961,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,하교,2021-01-25
9628,외도초등학교,33.49295702,126.4336369,신호등이 없음,해당없음,등교,2021-01-25
9628,외도초등학교,33.49241569,126.4335543,신호등이 없음,해당없음,등교,2021-01-25
9628,외도초등학교,33.49353436,126.4337085,횡단보도 초록불 신호가 너무 짧음,해당없음,등교,2021-01-25
9628,외도초등학교,33.49135152,126.4315222,횡단보도가 적어서 많이 돌아가야 함,해당없음,하교,2021-01-25
9628,외도초등학교,33.4913304,126.4308498,횡단보도가 적어서 많이 돌아가야 함,해당없음,하교,2021-01-25
9631,외도초등학교,33.48529094,126.4106074,횡단보도 초록불 신호가 너무 짧음,해당없음,등교,2021-01-25
9632,외도초등학교,33.491103,126.4304141,기타,공사중,활동,2021-01-25
9633,외도초등학교,33.48784316,126.4329869,신호등이 없음,해당없음,등교,2021-01-25
9633,외도초등학교,33.48927384,126.4323643,신호등이 없음,해당없음,등교,2021-01-25
9633,외도초등학교,33.49241659,126.4335059,신호등이 없음,해당없음,등교,2021-01-25
9633,외도초등학교,33.48838956,126.4302423,차가 다니는 길가로만 다닐 수 있음,해당없음,활동,2021-01-25
9636,오라초등학교,33.48811009,126.5104034,길 주변에 깨진 병 조각 같은 위험한 물건이 많음,해당없음,등교,2021-01-25
9636,오라초등학교,33.48849946,126.5108316,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
9636,오라초등학교,33.48874348,126.5109809,신호등이 없음,해당없음,등교,2021-01-25
9637,오라초등학교,33.49050202,126.5139543,신호등이 없음,해당없음,하교,2021-01-25
9638,오라초등학교,33.49252002,126.5222475,길 주변에 깨진 병 조각 같은 위험한 물건이 많음,해당없음,하교,2021-01-25
9639,오라초등학교,33.49068249,126.5139936,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
9639,오라초등학교,33.49058336,126.5140049,신호등이 없음,해당없음,등교,2021-01-25
9640,오라초등학교,33.49028421,126.5130167,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,하교,2021-01-25
9640,오라초등학교,33.49031561,126.5129788,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,활동,2021-01-25
9640,오라초등학교,33.48923021,126.5120918,신호등이 없음,해당없음,등교,2021-01-25
9640,오라초등학교,33.49028177,126.512398,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
9641,오라초등학교,33.48924416,126.5121993,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
9641,오라초등학교,33.48923931,126.5121133,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
9641,오라초등학교,33.4892394,126.5121348,신호등이 없음,해당없음,등교,2021-01-25
9641,오라초등학교,33.48925301,126.5121562,신호등이 없음,해당없음,하교,2021-01-25
9642,오라초등학교,33.48948431,126.5122262,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
9642,오라초등학교,33.48972336,126.5122572,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,하교,2021-01-25
9644,오라초등학교,33.4890431,126.5138037,신호등이 없음,해당없음,하교,2021-01-25
9646,오라초등학교,33.48914928,126.5121461,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
9647,오라초등학교,33.48766316,126.5136769,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
9647,오라초등학교,33.48639783,126.5128878,인도에 차가 서 있음,해당없음,등교,2021-01-25
9648,오라초등학교,33.49029318,126.5130059,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
9648,오라초등학교,33.49037885,126.5118648,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,하교,2021-01-25
9648,오라초등학교,33.49034465,126.5123384,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
9648,오라초등학교,33.48905019,126.5110222,신호등이 없음,해당없음,하교,2021-01-25
9648,오라초등학교,33.49046296,126.5126175,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
9648,오라초등학교,33.48967367,126.5113738,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
9650,오라초등학교,33.48812186,126.512246,돌이 떨어질 것 같음,해당없음,하교,2021-01-25
9650,오라초등학교,33.48826067,126.5131544,신호등이 없음,해당없음,등교,2021-01-25
9650,오라초등학교,33.4882957,126.5128906,신호등이 없음,해당없음,등교,2021-01-25
9650,오라초등학교,33.48916313,126.5122294,신호등이 없음,해당없음,등교,2021-01-25
9650,오라초등학교,33.48904307,126.5137956,신호등이 없음,해당없음,하교,2021-01-25
9650,오라초등학교,33.48820143,126.5129933,인도에 차가 서 있음,해당없음,하교,2021-01-25
9651,오라초등학교,33.48777825,126.5128491,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
9652,오라초등학교,33.4887519,126.5108302,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,활동,2021-01-25
9652,오라초등학교,33.49047334,126.5118212,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
9652,오라초등학교,33.49021843,126.5123391,인도에 차가 서 있음,해당없음,등교,2021-01-25
9652,오라초등학교,33.49044623,126.5118052,인도에 차가 서 있음,해당없음,등교,2021-01-25
9653,오라초등학교,33.48942948,126.514045,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
9653,오라초등학교,33.4897223,126.513995,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
9653,오라초등학교,33.48965921,126.5140007,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
9658,오라초등학교,33.4894471,126.514517,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,하교,2021-01-25
9658,오라초등학교,33.48940105,126.5142698,신호등이 없음,해당없음,활동,2021-01-25
9659,오라초등학교,33.49033014,126.5123735,가게에서 놓은 물건 때문에 길을 다니기 어려움,해당없음,하교,2021-01-25
9659,오라초등학교,33.49012252,126.5123101,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
9659,오라초등학교,33.48953616,126.5122273,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
9662,오라초등학교,33.49029068,126.512371,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
9662,오라초등학교,33.49042384,126.511843,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
9662,오라초등학교,33.48918094,126.5121728,신호등이 없음,해당없음,등교,2021-01-25
9662,오라초등학교,33.48967435,126.5115459,신호등이 없음,해당없음,활동,2021-01-25
9663,오라초등학교,33.49048142,126.5127277,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
9663,오라초등학교,33.49030453,126.5124543,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,하교,2021-01-25
9663,오라초등학교,33.49038593,126.5125184,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,하교,2021-01-25
9663,오라초등학교,33.48912381,126.513693,신호등이 없음,해당없음,등교,2021-01-25
9663,오라초등학교,33.4904509,126.5118455,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
9664,오라초등학교,33.48908865,126.5116299,인도에 차가 서 있음,해당없음,등교,2021-01-25
9666,오라초등학교,33.48924803,126.5120379,신호등이 없음,해당없음,등교,2021-01-25
9667,오라초등학교,33.48862995,126.5130582,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
9667,오라초등학교,33.48861636,126.5130421,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,하교,2021-01-25
9668,오라초등학교,33.4891151,126.513771,신호등이 없음,해당없음,등교,2021-01-25
9669,오라초등학교,33.48867066,126.5136686,기타,모르는 아저씨가 말을 걸고 쳐다보거나 따라옴,등교,2021-01-25
9669,오라초등학교,33.48854122,126.5139975,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
9669,오라초등학교,33.48863285,126.5137979,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
9670,오라초등학교,33.49010757,126.5139538,인도에 차가 서 있음,해당없음,등교,2021-01-25
9670,오라초등학교,33.49023277,126.5136948,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
9672,오라초등학교,33.49256157,126.5149543,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
9672,오라초등학교,33.49364572,126.5163928,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,활동,2021-01-25
9672,오라초등학교,33.49134555,126.5146678,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
9673,오라초등학교,33.48777021,126.5122399,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
9673,오라초등학교,33.48917634,126.5121486,신호등이 없음,해당없음,등교,2021-01-25
9673,오라초등학교,33.48799555,126.5122252,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
9673,오라초등학교,33.4883314,126.512226,횡단보도가 적어서 많이 돌아가야 함,해당없음,하교,2021-01-25
9675,오라초등학교,33.48879646,126.514136,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
9675,오라초등학교,33.4883761,126.5149991,인도에 차가 서 있음,해당없음,등교,2021-01-25
9677,오라초등학교,33.49085278,126.5140223,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
9679,오라초등학교,33.4903588,126.5122106,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,하교,2021-01-25
9679,오라초등학교,33.49001644,126.5122744,기타,인도가 별로 없음,등교,2021-01-25
9679,오라초등학교,33.48935362,126.512235,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
9679,오라초등학교,33.49058757,126.5119214,신호등이 없음,해당없음,등교,2021-01-25
9679,오라초등학교,33.48969631,126.5122573,신호등이 없음,해당없음,하교,2021-01-25
9679,오라초등학교,33.49037645,126.5121136,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
9680,오라초등학교,33.48911994,126.5138571,신호등이 없음,해당없음,등교,2021-01-25
9681,오라초등학교,33.48644704,126.5127907,기타,인도가 없음,하교,2021-01-25
9683,오라초등학교,33.49009204,126.5122968,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
9683,오라초등학교,33.49020954,126.5123715,인도에 차가 서 있음,해당없음,등교,2021-01-25
9683,오라초등학교,33.48992483,126.5121901,인도에 차가 서 있음,해당없음,등교,2021-01-25
9683,오라초등학교,33.49023646,126.512339,인도에 차가 서 있음,해당없음,하교,2021-01-25
9684,오라초등학교,33.48947895,126.5140165,신호등이 없음,해당없음,등교,2021-01-25
9685,오라초등학교,33.49089042,126.5124161,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,활동,2021-01-25
9685,오라초등학교,33.48920327,126.5121189,신호등이 없음,해당없음,하교,2021-01-25
9686,오라초등학교,33.49117835,126.5122692,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
9686,오라초등학교,33.49059415,126.5127352,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
9686,오라초등학교,33.490774,126.5126158,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
9687,오라초등학교,33.48766911,126.5094671,길 주변에 깨진 병 조각 같은 위험한 물건이 많음,해당없음,등교,2021-01-25
9687,오라초등학교,33.48807818,126.5103148,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
9687,오라초등학교,33.48760434,126.5090478,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,하교,2021-01-25
9687,오라초등학교,33.48765775,126.5088753,신호등이 없음,해당없음,하교,2021-01-25
9687,오라초등학교,33.48844072,126.510797,인도에 차가 서 있음,해당없음,등교,2021-01-25
9687,오라초등학교,33.48761259,126.5088541,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
9688,오라초등학교,33.48485559,126.5127565,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
9688,오라초등학교,33.48485546,126.5127243,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,하교,2021-01-25
9691,오라초등학교,33.48943793,126.5121821,신호등이 없음,해당없음,등교,2021-01-25
9691,오라초등학교,33.48919908,126.5121996,신호등이 없음,해당없음,등교,2021-01-25
9691,오라초등학교,33.48961414,126.5122833,인도에 차가 서 있음,해당없음,등교,2021-01-25
9692,오라초등학교,33.48833816,126.5130854,기타,차가 많이 다녀서 불편하다,등교,2021-01-25
9692,오라초등학교,33.48866275,126.513089,기타,차가 많이 다닌다,등교,2021-01-25
9692,오라초등학교,33.49058336,126.5140049,신호등이 없음,해당없음,등교,2021-01-25
9692,오라초등학교,33.48948115,126.5131422,위험한 곳이라는 안내시설이 없음,해당없음,하교,2021-01-25
9693,오라초등학교,33.48907829,126.5130073,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
9693,오라초등학교,33.48902178,126.5135402,신호등이 없음,해당없음,등교,2021-01-25
9693,오라초등학교,33.4893256,126.5139958,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
9694,오라초등학교,33.49214009,126.5149593,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
9694,오라초등학교,33.49129126,126.5146197,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
9694,오라초등학교,33.49324628,126.5165565,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,하교,2021-01-25
9694,오라초등학교,33.49302105,126.5166008,길 주변에 깨진 병 조각 같은 위험한 물건이 많음,해당없음,활동,2021-01-25
9694,오라초등학교,33.49282287,126.5166449,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,활동,2021-01-25
9694,오라초등학교,33.49076595,126.5140093,신호등이 없음,해당없음,등교,2021-01-25
9694,오라초등학교,33.49357038,126.5164363,신호등이 없음,해당없음,하교,2021-01-25
9694,오라초등학교,33.49395789,126.5163911,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
9694,오라초등학교,33.49343548,126.5165231,차가 다니는 길가로만 다닐 수 있음,해당없음,활동,2021-01-25
9695,오라초등학교,33.49085188,126.5140815,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
9695,오라초등학교,33.49081121,126.5140548,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
9697,오라초등학교,33.49035487,126.5129302,신호등이 없음,해당없음,등교,2021-01-25
9697,오라초등학교,33.49037937,126.5122844,신호등이 없음,해당없음,하교,2021-01-25
9697,오라초등학교,33.49040066,126.5119669,인도에 차가 서 있음,해당없음,하교,2021-01-25
9697,오라초등학교,33.49044359,126.5125638,횡단보도가 적어서 많이 돌아가야 함,해당없음,등교,2021-01-25
9697,오라초등학교,33.49020348,126.5122639,횡단보도가 적어서 많이 돌아가야 함,해당없음,등교,2021-01-25
9697,오라초등학교,33.49043266,126.5120797,횡단보도가 적어서 많이 돌아가야 함,해당없음,하교,2021-01-25
9698,오라초등학교,33.48936427,126.5112195,기타,길과 돌벽에 긴 넝쿨들이 많아 걸려 넘어진다,등교,2021-01-25
9698,오라초등학교,33.48973499,126.5114918,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
9698,오라초등학교,33.48942776,126.511316,돌이 떨어질 것 같음,해당없음,하교,2021-01-25
9698,오라초등학교,33.48959478,126.5113742,인도에 차가 서 있음,해당없음,하교,2021-01-25
9699,오라초등학교,33.48912067,126.5117481,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
9700,오라초등학교,33.49025635,126.5139583,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
9700,오라초등학교,33.49139866,126.5121227,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
9700,오라초등학교,33.49083211,126.5124917,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
9700,오라초등학교,33.49029991,126.5124248,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,하교,2021-01-25
9700,오라초등학교,33.49051749,126.5127302,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,하교,2021-01-25
9700,오라초등학교,33.48878205,126.5121885,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,활동,2021-01-25
9700,오라초등학교,33.4885456,126.5139652,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,활동,2021-01-25
9700,오라초등학교,33.4883854,126.5122015,인도에 차가 서 있음,해당없음,활동,2021-01-25
9700,오라초등학교,33.49038746,126.5129085,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
