분석아이디,학교명,위도,경도,위험지역 사유,기타 상세 사유,행위 구분,데이터기준일자
7291,하도초등학교,33.51970064,126.8731883,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
7291,하도초등학교,33.51952076,126.8736191,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
7292,하도초등학교,33.51867646,126.8837936,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
7292,하도초등학교,33.51824768,126.8832506,길 주변에 깨진 병 조각 같은 위험한 물건이 많음,해당없음,하교,2021-01-25
7292,하도초등학교,33.51876698,126.884181,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
7292,하도초등학교,33.51849686,126.8845689,인도에 차가 서 있음,해당없음,등교,2021-01-25
7292,하도초등학교,33.5179725,126.8783642,횡단보도 초록불 신호가 너무 짧음,해당없음,하교,2021-01-25
7292,하도초등학교,33.51810901,126.8796664,횡단보도 초록불 신호가 너무 짧음,해당없음,하교,2021-01-25
7293,하도초등학교,33.51874323,126.8828934,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
7295,하도초등학교,33.51803229,126.879571,인도에 차가 서 있음,해당없음,하교,2021-01-25
7296,하도초등학교,33.51768976,126.8773622,길 주변에 깨진 병 조각 같은 위험한 물건이 많음,해당없음,등교,2021-01-25
7299,풍천초등학교,33.3483185,126.8536059,신호등이 없음,해당없음,등교,2021-01-25
7299,풍천초등학교,33.34833654,126.8536058,신호등이 없음,해당없음,등교,2021-01-25
7299,풍천초등학교,33.3483005,126.8536301,신호등이 없음,해당없음,하교,2021-01-25
7300,함덕초등학교선흘분교장,33.51910067,126.6896552,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
7300,함덕초등학교선흘분교장,33.51423218,126.704456,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
7300,함덕초등학교선흘분교장,33.51286241,126.7047352,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
7301,함덕초등학교선흘분교장,33.48749267,126.721346,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
7301,함덕초등학교선흘분교장,33.48828336,126.7201384,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
7302,함덕초등학교선흘분교장,33.53269845,126.7018229,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
7302,함덕초등학교선흘분교장,33.52440673,126.703057,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
7303,함덕초등학교선흘분교장,33.51423712,126.7046376,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
7303,함덕초등학교선흘분교장,33.51271967,126.7053693,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
7303,함덕초등학교선흘분교장,33.51430984,126.704885,신호등이 없음,해당없음,등교,2021-01-25
7305,함덕초등학교선흘분교장,33.51318208,126.7050381,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
7305,함덕초등학교선흘분교장,33.51274892,126.7048728,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
7305,함덕초등학교선흘분교장,33.51280776,126.7049748,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,활동,2021-01-25
7305,함덕초등학교선흘분교장,33.51209612,126.7052355,차가 다니는 길가로만 다닐 수 있음,해당없음,활동,2021-01-25
7306,함덕초등학교선흘분교장,33.51147125,126.7054919,신호등이 없음,해당없음,하교,2021-01-25
7306,함덕초등학교선흘분교장,33.5115264,126.7054608,없음,해당없음,등교,2021-01-25
7307,함덕초등학교선흘분교장,33.49855804,126.6527657,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
7307,함덕초등학교선흘분교장,33.51279846,126.7048565,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
7307,함덕초등학교선흘분교장,33.51276681,126.7048162,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,활동,2021-01-25
7307,함덕초등학교선흘분교장,33.51397892,126.7037889,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,활동,2021-01-25
7307,함덕초등학교선흘분교장,33.5135474,126.7051122,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
7307,함덕초등학교선흘분교장,33.51338287,126.7051182,차가 다니는 길가로만 다닐 수 있음,해당없음,활동,2021-01-25
7307,함덕초등학교선흘분교장,33.51413967,126.7039437,차가 다니는 길가로만 다닐 수 있음,해당없음,활동,2021-01-25
7308,함덕초등학교선흘분교장,33.51145746,126.7044345,신호등이 없음,해당없음,등교,2021-01-25
7309,함덕초등학교선흘분교장,33.51378366,126.7049406,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,하교,2021-01-25
7309,함덕초등학교선흘분교장,33.51157141,126.7054338,신호등이 없음,해당없음,활동,2021-01-25
7309,함덕초등학교선흘분교장,33.51558567,126.7063404,신호등이 없음,해당없음,활동,2021-01-25
7311,함덕초등학교선인분교장,33.46308562,126.7112184,신호등이 없음,해당없음,등교,2021-01-25
7311,함덕초등학교선인분교장,33.46297728,126.7111542,신호등이 없음,해당없음,하교,2021-01-25
7311,함덕초등학교선인분교장,33.46292323,126.7111759,신호등이 없음,해당없음,하교,2021-01-25
7312,함덕초등학교선인분교장,33.45874559,126.7069275,차가 다니는 길가로만 다닐 수 있음,해당없음,활동,2021-01-25
7313,함덕초등학교선인분교장,33.46229092,126.7054015,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
7313,함덕초등학교선인분교장,33.46227276,126.7053478,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
7313,함덕초등학교선인분교장,33.46205474,126.7046601,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
7313,함덕초등학교선인분교장,33.4620534,126.7041008,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,하교,2021-01-25
7314,함덕초등학교선인분교장,33.45859655,126.7096844,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
7315,함덕초등학교선인분교장,33.45890203,126.7054103,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
7315,함덕초등학교선인분교장,33.458737,126.7042599,신호등이 없음,해당없음,등교,2021-01-25
7315,함덕초등학교선인분교장,33.45881925,126.7047222,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
7316,함덕초등학교선인분교장,33.45871056,126.7045155,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
7316,함덕초등학교선인분교장,33.45870167,126.7045693,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,하교,2021-01-25
7316,함덕초등학교선인분교장,33.45858429,126.7044944,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,하교,2021-01-25
7316,함덕초등학교선인분교장,33.45865209,126.7045695,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,하교,2021-01-25
7316,함덕초등학교선인분교장,33.45870152,126.7045048,위험한 곳이라는 안내시설이 없음,해당없음,등교,2021-01-25
7316,함덕초등학교선인분교장,33.458801,126.7046335,인도에 차가 서 있음,해당없음,등교,2021-01-25
7317,함덕초등학교선인분교장,33.46207915,126.7049747,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
7317,함덕초등학교선인분교장,33.46130987,126.703751,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
7319,함덕초등학교선인분교장,33.46488083,126.7087209,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
7319,함덕초등학교선인분교장,33.46050839,126.7055829,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
7319,함덕초등학교선인분교장,33.46318939,126.7069327,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
7319,함덕초등학교선인분교장,33.46242889,126.7056014,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,하교,2021-01-25
7322,함덕초등학교선인분교장,33.45882425,126.7068304,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
7323,북촌초등학교,33.54834785,126.6953382,인도에 차가 서 있음,해당없음,등교,2021-01-25
7328,북촌초등학교,33.5474484,126.6925553,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
7328,북촌초등학교,33.54912751,126.6934215,신호등이 없음,해당없음,등교,2021-01-25
7328,북촌초등학교,33.54770872,126.6939165,신호등이 없음,해당없음,등교,2021-01-25
7328,북촌초등학교,33.54730181,126.6925235,신호등이 없음,해당없음,하교,2021-01-25
7328,북촌초등학교,33.54932341,126.6933455,신호등이 없음,해당없음,하교,2021-01-25
7328,북촌초등학교,33.54854013,126.6937897,신호등이 없음,해당없음,하교,2021-01-25
7331,북촌초등학교,33.54856168,126.6965946,신호등이 없음,해당없음,등교,2021-01-25
7331,북촌초등학교,33.54852104,126.6965651,신호등이 없음,해당없음,하교,2021-01-25
7331,북촌초등학교,33.54863777,126.6963709,신호등이 없음,해당없음,하교,2021-01-25
7331,북촌초등학교,33.54835789,126.6962131,인도에 차가 서 있음,해당없음,등교,2021-01-25
7331,북촌초등학교,33.54984605,126.6982753,횡단보도 초록불 신호가 너무 짧음,해당없음,등교,2021-01-25
7332,함덕초등학교선인분교장,33.45888302,126.7050016,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
7333,조천초등학교교래분교장,33.43636896,126.6792044,기타,차가 너무 빨리 달린다,등교,2021-01-25
7333,조천초등학교교래분교장,33.43662831,126.6783861,신호등이 없음,해당없음,등교,2021-01-25
7335,조천초등학교교래분교장,33.43717493,126.6770936,신호등이 없음,해당없음,등교,2021-01-25
7335,조천초등학교교래분교장,33.43693284,126.6776107,신호등이 없음,해당없음,등교,2021-01-25
7336,조천초등학교교래분교장,33.43667799,126.6784236,신호등이 없음,해당없음,등교,2021-01-25
7336,조천초등학교교래분교장,33.43666444,126.6784129,신호등이 없음,해당없음,하교,2021-01-25
7336,조천초등학교교래분교장,33.43592629,126.6806093,차가 다니는 길가로만 다닐 수 있음,해당없음,활동,2021-01-25
7337,조천초등학교교래분교장,33.51116467,126.5780368,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,활동,2021-01-25
7337,조천초등학교교래분교장,33.51408727,126.5679912,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,활동,2021-01-25
7337,조천초등학교교래분교장,33.51387891,126.5651292,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,활동,2021-01-25
7338,조천초등학교교래분교장,33.43686895,126.679923,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
7338,조천초등학교교래분교장,33.43595329,126.6805904,차가 다니는 길가로만 다닐 수 있음,해당없음,활동,2021-01-25
7338,조천초등학교교래분교장,33.43439236,126.6801445,차가 다니는 길가로만 다닐 수 있음,해당없음,활동,2021-01-25
7339,조천초등학교교래분교장,33.43721437,126.6762265,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,활동,2021-01-25
7339,조천초등학교교래분교장,33.43700177,126.6772475,신호등이 없음,해당없음,활동,2021-01-25
7341,조천초등학교,33.53492326,126.6338071,신호등이 없음,해당없음,등교,2021-01-25
7341,조천초등학교,33.53489215,126.6324345,신호등이 없음,해당없음,하교,2021-01-25
7344,조천초등학교,33.53309801,126.6354942,기타,개가 있음,하교,2021-01-25
7344,조천초등학교,33.52985054,126.634905,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
7344,조천초등학교,33.53122208,126.6352868,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
7344,조천초등학교,33.53243065,126.6354324,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
7344,조천초등학교,33.53183554,126.6354134,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
7345,조천초등학교,33.54301335,126.6362897,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,하교,2021-01-25
7345,조천초등학교,33.54244141,126.6364859,신호등이 없음,해당없음,등교,2021-01-25
7345,조천초등학교,33.54257668,126.6364961,인도에 차가 서 있음,해당없음,등교,2021-01-25
7345,조천초등학교,33.54277932,126.6364199,인도에 차가 서 있음,해당없음,하교,2021-01-25
7345,조천초등학교,33.54237833,126.6364969,횡단보도가 적어서 많이 돌아가야 함,해당없음,등교,2021-01-25
7345,조천초등학교,33.54293221,126.63629,횡단보도가 적어서 많이 돌아가야 함,해당없음,하교,2021-01-25
7350,조천초등학교,33.5322613,126.6353308,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
7350,조천초등학교,33.53061998,126.635187,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
7350,조천초등학교,33.53128759,126.6353349,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
7351,조천초등학교,33.53504588,126.6341134,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
7351,조천초등학교,33.53505063,126.6341941,인도에 차가 서 있음,해당없음,등교,2021-01-25
7353,조천초등학교,33.53492326,126.6338071,신호등이 없음,해당없음,등교,2021-01-25
7353,조천초등학교,33.53489215,126.6324345,신호등이 없음,해당없음,하교,2021-01-25
7355,조천초등학교,33.5433627,126.6675555,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,활동,2021-01-25
7356,조천초등학교,33.52770395,126.6346341,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,하교,2021-01-25
7356,조천초등학교,33.53445152,126.6358761,인도에 차가 서 있음,해당없음,등교,2021-01-25
7357,조천초등학교,33.53517641,126.6344264,기타,없음,등교,2021-01-25
7357,조천초등학교,33.53518551,126.6344533,인도에 차가 서 있음,해당없음,등교,2021-01-25
7360,조천초등학교,33.53489314,126.6358218,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
7360,조천초등학교,33.53530342,126.6358389,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,활동,2021-01-25
7360,조천초등학교,33.53531697,126.6358496,"나쁜 형, 아저씨 있음",해당없음,활동,2021-01-25
7360,조천초등학교,33.53521455,126.6347492,신호등이 없음,해당없음,등교,2021-01-25
7360,조천초등학교,33.53536647,126.6358198,신호등이 없음,해당없음,등교,2021-01-25
7360,조천초등학교,33.53311672,126.6192393,신호등이 없음,해당없음,하교,2021-01-25
7360,조천초등학교,33.53455477,126.635729,신호등이 없음,해당없음,활동,2021-01-25
7360,조천초등학교,33.5328273,126.6189445,횡단보도가 적어서 많이 돌아가야 함,해당없음,하교,2021-01-25
7361,조천초등학교,33.53118621,126.6353515,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
7361,조천초등학교,33.53069955,126.6354181,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
7361,조천초등학교,33.5310698,126.6356211,차가 다니는 길가로만 다닐 수 있음,해당없음,활동,2021-01-25
7361,조천초등학교,33.52311914,126.6422854,차가 다니는 길가로만 다닐 수 있음,해당없음,활동,2021-01-25
7362,조천초등학교,33.5357468,126.6375394,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
7363,조천초등학교,33.5319371,126.635456,기타,길가에 개들이 많다,등교,2021-01-25
7363,조천초등학교,33.53047584,126.6352253,기타,인도가 없다,등교,2021-01-25
7365,조천초등학교,33.53482675,126.635857,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
7365,조천초등학교,33.53537656,126.6358009,신호등이 없음,해당없음,등교,2021-01-25
7365,조천초등학교,33.5345018,126.6357292,신호등이 없음,해당없음,하교,2021-01-25
7366,조천초등학교,33.53482123,126.6324604,기타,빨리달리는 차가 많아요,등교,2021-01-25
7366,조천초등학교,33.53483024,126.6324604,신호등이 없음,해당없음,등교,2021-01-25
7366,조천초등학교,33.5348484,126.6325034,신호등이 없음,해당없음,등교,2021-01-25
7369,조천초등학교,33.53817825,126.6400378,신호등이 없음,해당없음,하교,2021-01-25
7370,조천초등학교,33.53546386,126.6382861,돌이 떨어질 것 같음,해당없음,활동,2021-01-25
7372,조천초등학교,33.5331443,126.6190454,신호등이 없음,해당없음,하교,2021-01-25
7372,조천초등학교,33.53316505,126.6191987,신호등이 없음,해당없음,하교,2021-01-25
7373,조천초등학교,33.54476316,126.6411733,기타,유기견이 많음,등교,2021-01-25
7373,조천초등학교,33.54230261,126.6360397,기타,유기견이 많음,활동,2021-01-25
7374,조천초등학교,33.53747638,126.6385751,기타,주인있는 개가 목줄도 없이 돌아다님,등교,2021-01-25
7374,조천초등학교,33.53753514,126.6386287,기타,주인있는 개가 목줄없이 돌아다님,등교,2021-01-25
7374,조천초등학교,33.53694103,126.6381777,신호등이 없음,해당없음,등교,2021-01-25
7375,조천초등학교,33.53810845,126.6392898,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,활동,2021-01-25
7375,조천초등학교,33.53724498,126.6384483,기타,골목에 개가 많이 나옴,등교,2021-01-25
7375,조천초등학교,33.5348872,126.6338072,신호등이 없음,해당없음,등교,2021-01-25
7375,조천초등학교,33.53885157,126.6406002,신호등이 없음,해당없음,활동,2021-01-25
7375,조천초등학교,33.53684601,126.6376748,인도에 차가 서 있음,해당없음,등교,2021-01-25
7375,조천초등학교,33.53845287,126.6399128,인도에 차가 서 있음,해당없음,활동,2021-01-25
7376,조천초등학교,33.53506231,126.634334,인도에 차가 서 있음,해당없음,등교,2021-01-25
7377,조천초등학교,33.53945689,126.6371659,신호등이 없음,해당없음,등교,2021-01-25
7377,조천초등학교,33.53926629,126.6378908,신호등이 없음,해당없음,하교,2021-01-25
7377,조천초등학교,33.53554607,126.6329055,인도에 차가 서 있음,해당없음,활동,2021-01-25
7377,조천초등학교,33.53927268,126.6373766,횡단보도가 적어서 많이 돌아가야 함,해당없음,등교,2021-01-25
7377,조천초등학교,33.53936027,126.6372686,횡단보도가 적어서 많이 돌아가야 함,해당없음,등교,2021-01-25
7377,조천초등학교,33.53936358,126.6372444,횡단보도가 적어서 많이 돌아가야 함,해당없음,하교,2021-01-25
7378,조천초등학교,33.535555,126.6363129,기타,개를 풀어놓음,등교,2021-01-25
7378,조천초등학교,33.53895613,126.6370388,기타,떠돌이 개가 많아요.,등교,2021-01-25
7378,조천초등학교,33.53604411,126.634015,인도에 차가 서 있음,해당없음,등교,2021-01-25
7379,함덕초등학교,33.53876629,126.6732819,신호등이 없음,해당없음,하교,2021-01-25
7380,함덕초등학교,33.54036297,126.6702034,신호등이 없음,해당없음,등교,2021-01-25
7380,함덕초등학교,33.54035398,126.6702142,신호등이 없음,해당없음,등교,2021-01-25
7380,함덕초등학교,33.54030893,126.6702251,신호등이 없음,해당없음,하교,2021-01-25
7383,함덕초등학교,33.53876059,126.6745416,신호등이 없음,해당없음,등교,2021-01-25
7384,함덕초등학교,33.54034644,126.6665563,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,활동,2021-01-25
7384,함덕초등학교,33.5416218,126.6647426,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,활동,2021-01-25
7384,함덕초등학교,33.53831818,126.6700443,횡단보도가 적어서 많이 돌아가야 함,해당없음,등교,2021-01-25
7387,함덕초등학교,33.53940667,126.6716699,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,활동,2021-01-25
7387,함덕초등학교,33.53880841,126.6738685,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
7387,함덕초등학교,33.53877542,126.673325,차가 다니는 길가로만 다닐 수 있음,해당없음,활동,2021-01-25
7388,함덕초등학교,33.53746986,126.671431,신호등이 없음,해당없음,등교,2021-01-25
7388,함덕초등학교,33.53860497,126.6745045,신호등이 없음,해당없음,하교,2021-01-25
7388,함덕초등학교,33.53717147,126.6677258,횡단보도 초록불 신호가 너무 짧음,해당없음,등교,2021-01-25
7388,함덕초등학교,33.53739936,126.6711944,횡단보도 초록불 신호가 너무 짧음,해당없음,등교,2021-01-25
7389,대흘초등학교,33.49944594,126.6592407,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
7389,대흘초등학교,33.49928348,126.6591767,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,하교,2021-01-25
7389,대흘초등학교,33.49989675,126.6592443,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
7389,대흘초등학교,33.49908943,126.6591022,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
7389,대흘초등학교,33.49994652,126.6593086,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
7389,대흘초등학교,33.49960832,126.6592723,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
7393,대흘초등학교,33.4959752,126.6618611,신호등이 없음,해당없음,등교,2021-01-25
7394,대흘초등학교,33.49912564,126.6575201,신호등이 없음,해당없음,등교,2021-01-25
7394,대흘초등학교,33.49883308,126.6560577,신호등이 없음,해당없음,하교,2021-01-25
7394,대흘초등학교,33.50464529,126.6329822,신호등이 없음,해당없음,하교,2021-01-25
7396,대흘초등학교,33.49665965,126.65262,기타,인도가 없음,등교,2021-01-25
7397,대흘초등학교,33.49842691,126.6591586,신호등이 없음,해당없음,등교,2021-01-25
7397,대흘초등학교,33.49929078,126.6585525,신호등이 없음,해당없음,등교,2021-01-25
7397,대흘초등학교,33.4975628,126.6596785,신호등이 없음,해당없음,등교,2021-01-25
7397,대흘초등학교,33.49677271,126.6608868,신호등이 없음,해당없음,하교,2021-01-25
7398,대흘초등학교,33.50018195,126.6592701,인도에 차가 서 있음,해당없음,등교,2021-01-25
7398,대흘초등학교,33.49972208,126.6592503,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
7398,대흘초등학교,33.50060703,126.6597527,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
7401,김녕초등학교동복분교장,33.54947698,126.7083969,길 주변에 깨진 병 조각 같은 위험한 물건이 많음,해당없음,등교,2021-01-25
7401,김녕초등학교동복분교장,33.55039898,126.709406,횡단보도 초록불 신호가 너무 짧음,해당없음,등교,2021-01-25
7403,김녕초등학교동복분교장,33.55035488,126.7093428,횡단보도 초록불 신호가 너무 짧음,해당없음,등교,2021-01-25
7404,대흘초등학교,33.49103059,126.6816823,기타,도로가 위험하게 되있음,등교,2021-01-25
7404,대흘초등학교,33.49001992,126.6813417,기타,도로가 위험하게 되있음,하교,2021-01-25
7404,대흘초등학교,33.49095957,126.682113,기타,도로가 이상하게 되있음,등교,2021-01-25
7404,대흘초등학교,33.49074274,126.6819416,횡단보도 초록불 신호가 너무 짧음,해당없음,등교,2021-01-25
7406,김녕초등학교동복분교장,33.55230917,126.7137351,횡단보도 초록불 신호가 너무 짧음,해당없음,등교,2021-01-25
7407,대흘초등학교,33.49303816,126.6651519,기타,강아지가 풀려 있음,활동,2021-01-25
7407,대흘초등학교,33.49896151,126.6363099,기타,인도가 없음,등교,2021-01-25
7407,대흘초등학교,33.50015148,126.6362619,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
7407,대흘초등학교,33.49766563,126.6371332,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
7407,대흘초등학교,33.50189904,126.635738,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
7409,김녕초등학교동복분교장,33.55051356,126.7092454,횡단보도 초록불 신호가 너무 짧음,해당없음,등교,2021-01-25
7410,대흘초등학교,33.49854551,126.6543733,신호등이 없음,해당없음,등교,2021-01-25
7410,대흘초등학교,33.49854774,126.6543652,신호등이 없음,해당없음,등교,2021-01-25
7410,대흘초등학교,33.49856124,126.6543544,신호등이 없음,해당없음,등교,2021-01-25
7410,대흘초등학교,33.49485273,126.6635227,차가 다니는 길가로만 다닐 수 있음,해당없음,활동,2021-01-25
7410,대흘초등학교,33.4912093,126.6767076,차가 다니는 길가로만 다닐 수 있음,해당없음,활동,2021-01-25
7410,대흘초등학교,33.48460508,126.6890412,차가 다니는 길가로만 다닐 수 있음,해당없음,활동,2021-01-25
7412,김녕초등학교동복분교장,33.55038873,126.7093589,횡단보도 초록불 신호가 너무 짧음,해당없음,등교,2021-01-25
7413,대흘초등학교,33.49176406,126.6708168,신호등이 없음,해당없음,활동,2021-01-25
7413,대흘초등학교,33.4925508,126.6683174,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
7414,김녕초등학교동복분교장,33.55296174,126.7132645,신호등이 없음,해당없음,등교,2021-01-25
7415,김녕초등학교동복분교장,33.55043229,126.7091918,횡단보도 초록불 신호가 너무 짧음,해당없음,등교,2021-01-25
7416,김녕초등학교동복분교장,33.55040531,126.7092229,횡단보도 초록불 신호가 너무 짧음,해당없음,등교,2021-01-25
7418,김녕초등학교동복분교장,33.5514594,126.7127553,횡단보도 초록불 신호가 너무 짧음,해당없음,하교,2021-01-25
7422,함덕초등학교,33.53868831,126.6744827,기타,차가 많이다님,등교,2021-01-25
7422,함덕초등학교,33.53882947,126.6733086,인도에 차가 서 있음,해당없음,등교,2021-01-25
7424,함덕초등학교,33.53638175,126.6750619,인도에 차가 서 있음,해당없음,등교,2021-01-25
7428,함덕초등학교,33.53800562,126.6754434,인도에 차가 서 있음,해당없음,등교,2021-01-25
7429,함덕초등학교,33.5418443,126.6649194,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
7429,함덕초등학교,33.54200543,126.6644935,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
7430,함덕초등학교,33.53942044,126.6734679,길 주변에 깨진 병 조각 같은 위험한 물건이 많음,해당없음,활동,2021-01-25
7430,함덕초등학교,33.53897824,126.673308,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
7430,함덕초등학교,33.5389737,126.6732973,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,하교,2021-01-25
7430,함덕초등학교,33.5389151,126.6732975,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
7430,함덕초등학교,33.53895113,126.6732866,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
7430,함덕초등학교,33.53945643,126.6734408,차가 다니는 길가로만 다닐 수 있음,해당없음,활동,2021-01-25
7431,함덕초등학교,33.53821569,126.6747536,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,하교,2021-01-25
7431,함덕초등학교,33.53827001,126.6748395,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,하교,2021-01-25
7431,함덕초등학교,33.53783756,126.6758182,신호등이 없음,해당없음,하교,2021-01-25
7431,함덕초등학교,33.53735782,126.6776852,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
7431,함덕초등학교,33.5367328,126.6800346,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
7432,함덕초등학교,33.54316293,126.6620355,신호등이 없음,해당없음,등교,2021-01-25
7432,함덕초등학교,33.54311744,126.6618849,신호등이 없음,해당없음,하교,2021-01-25
7432,함덕초등학교,33.54257575,126.6682825,차가 다니는 길가로만 다닐 수 있음,해당없음,활동,2021-01-25
7432,함덕초등학교,33.54271532,126.6665378,차가 다니는 길가로만 다닐 수 있음,해당없음,활동,2021-01-25
7433,함덕초등학교,33.54022756,126.6739682,기타,횡단보도 신호가 5분정도 늦게 켜짐,등교,2021-01-25
7434,함덕초등학교,33.53992636,126.6742883,신호등이 없음,해당없음,등교,2021-01-25
